标题,地区,位置,具体位置,resblock-tag1 resblock-tag_resblock-type_resblock-tag2_resblock-tag3,均价/平方米每元,总价,类型,室厅数,面积
盛禾水悦城,白云,石井,珠岗路盛禾水悦城,"小型社区, 近地铁, 地铁沿线, 已交房超2年",价格待定,,售罄,,
亿凯创智汇,白云,太和,北太路亿凯创智汇,"小型社区, 地铁沿线, 公交直达, 已交房1年内",14000,总价50(万/套),售罄,3室,建面 64㎡
嘉裕华庭,番禺,市桥,繁华路170号,"车位充足, 小型社区, 地铁沿线, 公交直达",价格待定,,售罄,,
保利罗兰国际（商业）,黄埔,科学城,开创大道保利罗兰国际,"车位充足, 人车分流, 国央企, 品牌房企",40000,总价350(万/套),售罄,,
华润置地润府,白云,嘉禾望岗,鹤龙三路自编4号,"小型社区, 国央企, 品牌房企, 地铁沿线",价格待定,,售罄,,
珠光御景壹號,荔湾,黄沙,黄沙大道15-17号,"车位充足, 大型社区, 国央企, 品牌房企",价格待定,,售罄,,
中建玖玥湾,南沙,南沙港,港前大道北中建玖玥湾,"人车分流, 小型社区, 国央企, 品牌房企",价格待定,,售罄,,
禧都华庭,花都,铁路西,新街大道100号,"人车分流, 小型社区, 品牌房企, 近地铁",28000,总价114(万/套),售罄,1室,建面 40㎡
建华广场,白云,机场路,云城东路555号,"品牌房企, 近地铁, 地铁沿线, 已交房超2年",价格待定,,售罄,,
金地云上,增城,中新镇,新新大道 118省道与新墩路交叉口西南220米,"车位充足, 人车分流, 品牌房企, 地铁沿线",20000,总价95(万/套),售罄,,
东环万科中心,番禺,市桥北,广州市番禺区东环街东星路90号,"小型社区, 国央企, 品牌房企, 公交直达",价格待定,,售罄,,
南国中心,番禺,汉溪长隆,广东省广州市番禺区南村镇里仁洞村冼庄工业园瑞华汽车城,"小型社区, 公交直达, 已交房2年内, 超市",价格待定,,售罄,,
力迅·西关雅筑,荔湾,西华路,中山七路与康王北路交汇处,"人车分流, 小型社区, 品牌房企, 近地铁",价格待定,,售罄,,
星樾山畔TOD,黄埔,科学城,地铁7号线2期水西北站旁(敏捷广场旁),"车位充足, 人车分流, 国央企, 品牌房企",40000,总价200(万/套),售罄,,
金地天河峯睿,天河,车陂,健明五路与广棠路交叉路口东北侧(国六宝肉菜市场南侧约100米),"车位充足, 小型社区, 品牌房企, 近地铁",价格待定,,售罄,,
中建弘阳德信湾璟壹号,南沙,万顷沙,兴隆路(美的南沙工业园东南侧约250米),"车位充足, 小型社区, 国央企, 品牌房企",价格待定,,售罄,,
珠江壹号,海珠,广州大道南,逸景路353号,"大型社区, 多轨交汇, 地铁沿线, 超市",价格待定,,售罄,,
鸿成珠江玥,南沙,万顷沙,珠江路一巷1号,"小型社区, 地铁沿线, 公交直达, 已交房超2年",价格待定,,售罄,,
长兴智汇商务中心,天河,五山,广州市天河区长福路219号,"小型社区, 近地铁, 地铁沿线, 已交房超2年",价格待定,,售罄,,
颐和盛世,花都,炭步,炭步镇817乡道,"大型社区, 国央企, 品牌房企, 已交房超2年",价格待定,,售罄,,
禧都华庭,花都,铁路西,工业大道17号之二,"人车分流, 小型社区, 品牌房企, 地铁沿线",28000,总价114(万/套),售罄,1室,建面 40㎡
保利雅郡,荔湾,广钢新城,鹤洞路保利雅郡,"绿化率高, 人车分流, 国央企, 品牌房企",45000,总价398(万/套),售罄,"3室, 4室",建面 69-109㎡
叠翠峰,南沙,南沙区府,南沙凤凰大道与丰泽西路交汇处叠翠峰,"大型社区, 近地铁, 地铁沿线, 综合商场",35000,,售罄,,
云星钱隆天誉,从化,太平镇,高技术产业园丰盈路7号,"品牌房企, 地铁沿线, 公交直达, 已交房超2年",18000,,售罄,,
龙光·玖龙湖,四会,大旺,肇庆市大旺高新区大旺大道龙光·玖龙湖,"楼盘, 人车分流, 大型社区, 品牌房企",6500,总价30(万/套),售罄,"2室, 3室",建面 39-78㎡
碧桂园翡翠郡,四会,大旺,广东省肇庆市四会东城街道上元塘5号,"楼盘, 绿化率高, 人车分流, 品牌房企",5300,,售罄,"3室, 4室",建面 87-116㎡
保利爱乐小镇,四会市,大旺广场,肇庆市大旺高新区大旺大道和文德七街交汇处,"楼盘, 人车分流, 大型社区, 国央企",5800,总价50(万/套),售罄,"2室, 3室, 4室",建面 71-143㎡
龙光玖誉城,鼎湖区,鼎湖,新区·核芯商务区中央绿轴旁,"楼盘, 人车分流, 大型社区, 品牌房企",9300,总价90(万/套),售罄,"2室, 3室, 4室",建面 82-121㎡
碧桂园明珠花园,四会,大旺,广东省肇庆市四会市东城街道上元塘5号（碧桂园翡翠郡售楼中心）,"楼盘, 绿化率高, 人车分流, 品牌房企",5500,总价50(万/套),售罄,3室,建面 87-98㎡
恒大名都,四会,大旺,元塘路与文元路交叉口西北,"楼盘, 人车分流, 大型社区, 品牌房企",6400,总价50(万/套),售罄,"3室, 4室",建面 108-132㎡
新鸿基御华园,花都,狮岭镇,广州花都狮岭狮岭大道东1号,"低单价, 低总价, 人车分流, 大型社区",15000,总价88-180(万/套),在售,"2室, 3室",建面 67-119㎡
荔富湖畔,增城,朱村,朱村街朱村大道东88号,"车位充足, 绿化率高, 品牌房企, 入户花园",14000,总价142-235(万/套),在售,"3室, 4室",建面 104-168㎡
大城云山,从化,太平镇,广从南路1033号,"绿化率高, 低密居所, 置换改善, 高品质小区",13000,总价250(万/套),在售,3室,建面 121-142㎡
湾际·滨江,南沙,进港大道,滨海路和倚涛三街交汇处,"低总价, 人车分流, 大型社区, 品牌房企",26000,总价180-350(万/套),在售,"3室, 5室, 6室",建面 89-172㎡
南沙金茂湾,南沙,明珠湾,南沙明珠湾灵山岛尖沙嘴中路以南,"车位充足, 大型社区, 国央企, 品牌房企",16000,总价455(万/套),在售,1室,建面 138-230㎡
顺欣花园,增城,新塘北,荔新十二路98号,"人车分流, 大型社区, 儿童乐园, 地铁沿线",14800,总价124.3-226(万/套),在售,"2室, 3室, 4室",建面 80-138㎡
珠光山水御苑,从化,江浦街,广州市从化温泉大道13号,"低单价, 车位充足, 绿化率高, 健身跑道",8000,总价175(万/套),在售,4室,建面 141-171㎡
霍英东集团·南天名苑,番禺,洛溪,洛浦街洛溪环岛北路8号,"车位充足, 低密居所, 国央企, 置换改善",90000,总价1120-6300(万/套),在售,"4室, 5室",建面 140-480㎡
合汇·中央广场,增城,荔城中区,荔景大道合汇·中央广场,"人车分流, 大型社区, 品牌房企, 入户花园",21000,总价267-574(万/套),在售,"2室, 3室, 5室",建面 78-174㎡
惠百氏广场,增城,白江,增城新塘大林边路6号（13号线白江站D1口100米）,"人车分流, 大型社区, 自持商业, 近地铁",15000,总价126-239(万/套),在售,"2室, 3室",建面 75-130㎡
仁安花园,增城,朱村,广州市增城区朱村街朱宁公路1号、3号、5号,"低单价, 低总价, 绿化率高, 人车分流",11000,总价100-110(万/套),在售,"2室, 3室",建面 80-93㎡
珠江源昌花园,南沙,横沥,珠江街新广三路1号,"低单价, 低总价, 绿化率高, 人车分流",20000,总价235-250(万/套),在售,"3室, 4室",建面 79-123㎡
江源半岛花园,天河,金融城,黄埔大道车陂南路1、3、5、7号(4、5号线地铁交汇处南侧),"绿化率高, 人车分流, 品牌房企, 近地铁",100000,总价630-963(万/套),在售,"2室, 3室",建面 70-127㎡
东方名都,增城,白江,东江大道北8号,"绿化率高, 人车分流, 入户花园, 健身跑道",19000,总价200-348(万/套),在售,"2室, 3室, 4室",建面 40-142㎡
富雅都市华庭,增城,新塘北,汇太东路233号,"人车分流, 大型社区, 避暑, 儿童乐园",15600,总价65-220(万/套),在售,"1室, 3室, 4室",建面 38-116㎡
万科幸福誉1期,黄埔,知识城,中新知识城•地铁何棠下站（麦当劳旁）,"车位充足, 绿化率高, 国央企, 品牌房企",31000,总价550(万/套),在售,4室,建面 66-166㎡
雍晟岭南雅苑,从化,江浦街,江埔街大江路13号,"绿化率高, 人车分流, 品牌房企, 入户花园",16000,总价145(万/套),在售,,建面 89㎡
臻尚苑,番禺,广州南站,广州市番禺区石壁街道石洲中路100号,"低单价, 低总价, 绿化率高, 人车分流",28000,总价280-472(万/套),在售,"2室, 3室",建面 96-118㎡
紫泉流溪湾,从化,太平镇,105国道从化太平段紫泉流溪湾,"车位充足, 绿化率高, 入户花园, 临近高速",16000,总价195(万/套),在售,,建面 88-203㎡
中泰天境,黄埔,知识城,九龙镇萝岗广汕公路与九龙大道交汇处,"低单价, 低总价, 车位充足, 绿化率高",23000,总价300(万/套),在售,4室,建面 130㎡
嘉御豪庭,增城,石滩镇,石滩大道南128号,"低单价, 人车分流, 大型社区, 儿童乐园",12600,总价97-170(万/套),在售,"2室, 3室, 4室",建面 67-133㎡
越秀星汇海珠湾,海珠,工业大道中,广州市海珠区工业大道中广纸路40号,"绿化率高, 人车分流, 国央企, 品牌房企",30000,总价300-750(万/套),在售,"3室, 4室, 5室",建面 33-223㎡
华海·悦湾,南沙,南沙港,广州市南沙区黄山鲁森林公园东门,"低单价, 低总价, 车位充足, 人车分流",17500,总价130-220(万/套),在售,"2室, 3室",建面 78-119㎡
中海亚运城,番禺,亚运城,广州市番禺区康体路亚运城销售中心（4号线海傍站A出口）,"低单价, 低总价, 绿化率高, 人车分流",25000,总价200-700(万/套),在售,"2室, 3室, 4室",建面 87-250㎡
金时花园,增城,荔城增江,增江街纬六路5号,"低单价, 低总价, 车位充足, 人车分流",9300,总价78-131(万/套),在售,"2室, 3室, 4室",建面 84-140㎡
山璟轩,增城,新塘南,新塘镇广深大道东107号（新塘牛仔城对面）,"小型社区, 封闭管理, 地铁沿线, 公交直达",19500,总价120-125(万/套),在售,3室,建面 62-87㎡
石滩第一城,增城,石滩镇,广州市增城区石滩镇立新东路56号,"低单价, 低总价, 车位充足, 人车分流",12000,总价155-160(万/套),在售,3室,建面 89-132㎡
南沙珠江湾,南沙,南沙湾,漾滨路和海滨路交汇处,"人车分流, 大型社区, 品牌房企, 贴心物业",30000,总价318(万/套),在售,,
景业东湖洲豪园,南沙,南沙湾,广东省广州市南沙区环市大道南横地铁站200米,"车位充足, 低密居所, 置换改善, 养老舒适",26000,总价320-330(万/套),在售,3室,建面 95-121㎡
珠江花城,天河,黄村,东圃岐山183号,"绿化率高, 人车分流, 国央企, 品牌房企",50000,总价400-900(万/套),在售,"3室, 4室, 5室",建面 76-140㎡
新鸿基御华园,花都,狮岭镇,广州花都狮岭狮岭大道东1号,"低单价, 低总价, 人车分流, 大型社区",15000,总价88-180(万/套),在售,"2室, 3室",建面 67-119㎡
荔富湖畔,增城,朱村,朱村街朱村大道东88号,"车位充足, 绿化率高, 品牌房企, 入户花园",14000,总价142-235(万/套),在售,"3室, 4室",建面 104-168㎡
大城云山,从化,太平镇,广从南路1033号,"绿化率高, 低密居所, 置换改善, 高品质小区",13000,总价250(万/套),在售,3室,建面 121-142㎡
湾际·滨江,南沙,进港大道,滨海路和倚涛三街交汇处,"低总价, 人车分流, 大型社区, 品牌房企",26000,总价180-350(万/套),在售,"3室, 5室, 6室",建面 89-172㎡
南沙金茂湾,南沙,明珠湾,南沙明珠湾灵山岛尖沙嘴中路以南,"车位充足, 大型社区, 国央企, 品牌房企",16000,总价455(万/套),在售,1室,建面 138-230㎡
顺欣花园,增城,新塘北,荔新十二路98号,"人车分流, 大型社区, 儿童乐园, 地铁沿线",14800,总价124.3-226(万/套),在售,"2室, 3室, 4室",建面 80-138㎡
珠光山水御苑,从化,江浦街,广州市从化温泉大道13号,"低单价, 车位充足, 绿化率高, 健身跑道",8000,总价175(万/套),在售,4室,建面 141-171㎡
霍英东集团·南天名苑,番禺,洛溪,洛浦街洛溪环岛北路8号,"车位充足, 低密居所, 国央企, 置换改善",90000,总价1120-6300(万/套),在售,"4室, 5室",建面 140-480㎡
合汇·中央广场,增城,荔城中区,荔景大道合汇·中央广场,"人车分流, 大型社区, 品牌房企, 入户花园",21000,总价267-574(万/套),在售,"2室, 3室, 5室",建面 78-174㎡
惠百氏广场,增城,白江,增城新塘大林边路6号（13号线白江站D1口100米）,"人车分流, 大型社区, 自持商业, 近地铁",15000,总价126-239(万/套),在售,"2室, 3室",建面 75-130㎡
仁安花园,增城,朱村,广州市增城区朱村街朱宁公路1号、3号、5号,"低单价, 低总价, 绿化率高, 人车分流",11000,总价100-110(万/套),在售,"2室, 3室",建面 80-93㎡
珠江源昌花园,南沙,横沥,珠江街新广三路1号,"低单价, 低总价, 绿化率高, 人车分流",20000,总价235-250(万/套),在售,"3室, 4室",建面 79-123㎡
江源半岛花园,天河,金融城,黄埔大道车陂南路1、3、5、7号(4、5号线地铁交汇处南侧),"绿化率高, 人车分流, 品牌房企, 近地铁",100000,总价630-963(万/套),在售,"2室, 3室",建面 70-127㎡
东方名都,增城,白江,东江大道北8号,"绿化率高, 人车分流, 入户花园, 健身跑道",19000,总价200-348(万/套),在售,"2室, 3室, 4室",建面 40-142㎡
富雅都市华庭,增城,新塘北,汇太东路233号,"人车分流, 大型社区, 避暑, 儿童乐园",15600,总价65-220(万/套),在售,"1室, 3室, 4室",建面 38-116㎡
万科幸福誉1期,黄埔,知识城,中新知识城•地铁何棠下站（麦当劳旁）,"车位充足, 绿化率高, 国央企, 品牌房企",31000,总价550(万/套),在售,4室,建面 66-166㎡
雍晟岭南雅苑,从化,江浦街,江埔街大江路13号,"绿化率高, 人车分流, 品牌房企, 入户花园",16000,总价145(万/套),在售,,建面 89㎡
臻尚苑,番禺,广州南站,广州市番禺区石壁街道石洲中路100号,"低单价, 低总价, 绿化率高, 人车分流",28000,总价280-472(万/套),在售,"2室, 3室",建面 96-118㎡
紫泉流溪湾,从化,太平镇,105国道从化太平段紫泉流溪湾,"车位充足, 绿化率高, 入户花园, 临近高速",16000,总价195(万/套),在售,,建面 88-203㎡
中泰天境,黄埔,知识城,九龙镇萝岗广汕公路与九龙大道交汇处,"低单价, 低总价, 车位充足, 绿化率高",23000,总价300(万/套),在售,4室,建面 130㎡
嘉御豪庭,增城,石滩镇,石滩大道南128号,"低单价, 人车分流, 大型社区, 儿童乐园",12600,总价97-170(万/套),在售,"2室, 3室, 4室",建面 67-133㎡
越秀星汇海珠湾,海珠,工业大道中,广州市海珠区工业大道中广纸路40号,"绿化率高, 人车分流, 国央企, 品牌房企",30000,总价300-750(万/套),在售,"3室, 4室, 5室",建面 33-223㎡
华海·悦湾,南沙,南沙港,广州市南沙区黄山鲁森林公园东门,"低单价, 低总价, 车位充足, 人车分流",17500,总价130-220(万/套),在售,"2室, 3室",建面 78-119㎡
中海亚运城,番禺,亚运城,广州市番禺区康体路亚运城销售中心（4号线海傍站A出口）,"低单价, 低总价, 绿化率高, 人车分流",25000,总价200-700(万/套),在售,"2室, 3室, 4室",建面 87-250㎡
金时花园,增城,荔城增江,增江街纬六路5号,"低单价, 低总价, 车位充足, 人车分流",9300,总价78-131(万/套),在售,"2室, 3室, 4室",建面 84-140㎡
山璟轩,增城,新塘南,新塘镇广深大道东107号（新塘牛仔城对面）,"小型社区, 封闭管理, 地铁沿线, 公交直达",19500,总价120-125(万/套),在售,3室,建面 62-87㎡
石滩第一城,增城,石滩镇,广州市增城区石滩镇立新东路56号,"低单价, 低总价, 车位充足, 人车分流",12000,总价155-160(万/套),在售,3室,建面 89-132㎡
南沙珠江湾,南沙,南沙湾,漾滨路和海滨路交汇处,"人车分流, 大型社区, 品牌房企, 贴心物业",30000,总价318(万/套),在售,,
景业东湖洲豪园,南沙,南沙湾,广东省广州市南沙区环市大道南横地铁站200米,"车位充足, 低密居所, 置换改善, 养老舒适",26000,总价320-330(万/套),在售,3室,建面 95-121㎡
珠江花城,天河,黄村,东圃岐山183号,"绿化率高, 人车分流, 国央企, 品牌房企",50000,总价400-900(万/套),在售,"3室, 4室, 5室",建面 76-140㎡
